Unnamed: 0,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_stock,pr_stock_corrected
1599,4.8457,,南充市,2003,250.3236,865.0,12915.0,48.0,,717.73,2,1111.0,101111.0,9.04259775916926,5.862371224642968
1600,84.12,,大理白族自治州,2014,,,29286.0,,,,2,100.0,100.0,22.392380251825465,25.358004288018684
1601,,,双鸭山市,2014,432.6831,397.0,23738.0,58.0,13.0,149.0,2,11111.0,111111.0,19.13366060927116,11.927429301138243
1602,1.26,,中卫市,2006,75.005,297.0,14135.0,19.0,,104.19,2,1111.0,101111.0,4.420345818698103,2.1413669910619584
1603,4.4723,,乐山市,2003,215.5616,595.0,13229.0,67.0,,347.63,2,1111.0,101111.0,7.133787417826282,4.6248778497946725
1604,,,齐齐哈尔市,2014,1210.0,944.0,43855.0,140.0,34.0,553.2,2,11111.0,111111.0,43.214318195448065,26.938688607413987
1605,18.8,,广元市,2016,660.01,663.0,16936.0,60.0,39.0,305.0,2,11111.0,111111.0,30.08085327497657,23.484109712059205
1606,7.82,,三明市,2009,800.2444,330.0,23861.0,26.0,,271.06,2,1111.0,101111.0,17.046686356406894,9.699266773854536
1607,1.53,,双鸭山市,2003,114.8876,172.0,23818.0,59.0,,150.84,2,1111.0,101111.0,5.697108203772133,2.5683403019362325
1608,19.1527,,赣州市,2010,1120.0,691.0,40939.0,76.0,,907.27,2,1111.0,101111.0,25.894245370142077,16.517270528941722
1609,7.0864,,白山市,2011,531.4342,360.0,18143.0,38.0,7.0,128.5,2,11111.0,111111.0,14.257325669976742,8.233843813020671
1610,9.5506,,贺州市,2014,448.3807,316.0,12242.0,24.0,7.0,238.1,2,11111.0,111111.0,11.227076380982707,7.309750672865356
1611,23.2524,,襄阳市（2010年前为襄樊市）,2002,456.62,,20547.0,77.0,,577.38,2,1101.0,101101.0,12.82805311398411,5.694102586285651
1612,12.86,,白银市,2012,433.7651,592.0,20984.0,58.0,0.0,175.7,2,11111.0,111111.0,13.735823630986388,8.112387361951216
1613,3.5356,,丹东市,2003,232.9453,432.0,15463.0,53.0,,241.22,2,1111.0,101111.0,7.220775780253506,3.840321530403475
1614,3.8659,,吴忠市,2007,138.8272,312.0,17626.0,21.0,,130.82,2,1111.0,101111.0,6.038098038457577,3.1087229042886135
1615,2.3496,,梧州市,2005,,221.0,13176.0,30.0,,305.43,2,1110.0,101110.0,8.058004311234901,3.8031985429964092
1616,,,恩施土家族苗族自治州,2020,,,25300.0,,,,2,100.0,100.0,19.330423899037253,16.737439153465548
1617,1.5001,,钦州市,2003,155.3338,449.0,11521.0,64.0,,336.74,2,1111.0,101111.0,5.306867574383722,2.356888097490473
1618,9.5877,,红河哈尼族彝族自治州,2005,,,33889.0,,,,2,100.0,100.0,25.9283022517964,17.64190811666599
1619,77.6717,,楚雄彝族自治州,2019,,,29952.0,,,,2,100.0,100.0,22.903986606807138,27.8035504411018
1620,27.1817,,白城市,2018,606.5061,351.0,27193.0,45.0,76.0,190.0,2,11111.0,111111.0,47.24958868496565,28.43468763476069
1621,26.8828,,九江市,2006,506.2201,480.0,20146.0,68.0,,472.67,2,1111.0,101111.0,12.173109332217305,5.959460094444324
1622,1.8736,,金昌市,2008,194.4259,386.0,8060.0,32.0,,47.29,2,1111.0,101111.0,5.37139295967525,2.7299004006160703
1623,5.7118,,贺州市,2011,356.4003,281.0,12421.0,36.0,4.0,233.3,2,11111.0,111111.0,9.726275121838704,4.289425331411703
1624,90.64,,大理白族自治州,2015,,,29926.0,,,,2,100.0,100.0,22.88401398634239,26.87964836364101
1625,,,昌吉回族自治州,2015,,,77768.0,,,,2,100.0,100.0,59.63517199690272,25.672310604389605
1626,11.5908,,忻州市,2003,109.3822,162.0,26668.0,19.0,,294.93,2,1111.0,101111.0,6.551971122353353,3.638934215562478
1627,6.1775,,三明市,2008,666.9222,320.0,24319.0,25.0,,270.15,2,1111.0,101111.0,15.103641464190837,7.433212742076839
1628,18.7766,,吉安市,2013,1120.0,716.0,26779.0,50.0,11.0,509.1,2,11111.0,111111.0,23.62936744399929,17.157009196927117
1629,,,双鸭山市,2015,433.3342,426.0,24294.0,58.0,17.0,147.43,2,11111.0,111111.0,21.207066149121125,12.720189671184713
1630,,,昌吉回族自治州,2014,,,77956.0,,,,2,100.0,100.0,59.779589406417074,24.689968908297416
1631,6.3722,,宜春市,2005,372.2066,251.0,19798.0,30.0,,528.17,2,1111.0,101111.0,9.527224126905018,4.410301912201826
1632,3.5441,,池州市,2009,245.5896,546.0,8914.0,33.0,,159.88,2,1111.0,101111.0,6.998141478731929,4.349501010022911
1633,,,伊犁哈萨克自治州,2012,,,58512.0,,,,2,100.0,100.0,44.84314200962481,16.385679686757296
1634,8.48,,黔西南布依族苗族自治州,2010,,,17866.0,,,,2,100.0,100.0,13.619790801539125,13.539526222035569
1635,10.0865,,张家口市,2003,319.9369,728.0,39083.0,77.0,,450.41,2,1111.0,101111.0,13.770489362409544,7.728016356471965
1636,3.1695,,龙岩市,2003,294.3962,230.0,20222.0,28.0,,286.72,2,1111.0,101111.0,8.369416904196044,2.938035862133568
1637,5.2236,,南充市,2004,307.0864,917.0,13293.0,51.0,,724.77,2,1111.0,101111.0,10.156756593568963,6.58023053065893
1638,23.6,,丽江市,2013,248.8114,179.0,21884.0,23.0,1.0,120.1,2,11111.0,111111.0,10.687384117858203,9.961662243163016
1639,2.2272,,来宾市,2006,203.4565,132.0,14227.0,20.0,,247.62,2,1111.0,101111.0,5.5979781114324165,2.616896637437337
1640,88.58,,大理白族自治州,2016,,,30117.0,,,,2,100.0,100.0,23.03073592898728,29.994312768229932
1641,,,乌兰察布市（2003年前为乌兰察布盟）,2020,827.0,1111.0,57999.0,75.0,43.0,,2,11111.0,11111.0,50.46181036357393,40.844435583643836
1642,5.6911,,衡阳市,2003,445.4628,520.0,16314.0,90.0,,713.9,2,1111.0,101111.0,10.50356733507731,5.541968389296219
1643,47.3139,,衡阳市,2009,1170.0,1340.0,16325.0,99.0,,739.8,2,1111.0,101111.0,24.923347550936022,15.219336407267768
1644,30.4395,,延边朝鲜族自治州,2018,,,46177.0,,,,2,100.0,100.0,35.36766995452131,21.284177820708056
1645,4.1278,,宣城市,2003,203.1763,227.0,13150.0,19.0,,274.83,2,1111.0,101111.0,5.843323846921729,2.820022364407759
1646,19.43,,临夏回族自治州,2015,,,8681.0,,,,2,100.0,100.0,6.564078533511101,4.92813635167325
1647,6.3421,,包头市,2002,333.0196,,29463.0,150.0,,208.02,2,1101.0,101101.0,14.167582287671301,5.272094610684726
1648,3.3071,,安庆市,2002,285.2141,,14422.0,33.0,,604.11,2,1101.0,101101.0,7.835819299060238,3.6670548661561773
1649,19.23,,平凉市,2015,347.6994,141.0,11892.0,36.0,19.0,233.08,2,11111.0,111111.0,15.052138261257177,11.300746838571904
1650,13.4349,,宜昌市,2008,1030.0,1229.0,22694.0,82.0,,400.83,2,1111.0,101111.0,23.665404527482238,12.064071180362003
1651,50.27,,德宏傣族景颇族自治州,2016,,,11949.0,,,,2,100.0,100.0,9.074483290388137,11.818245446486115
1652,5.5695,,南充市,2005,335.2726,931.0,13372.0,54.0,,728.94,2,1111.0,101111.0,10.61932896390607,6.9266419657754295
1653,,,昌吉回族自治州,2016,,,78667.0,,,,2,100.0,100.0,60.32576375835696,29.92259192854446
1654,19.9845,,曲靖市,2002,254.3962,,30957.0,25.0,,556.12,2,1101.0,101101.0,10.615890206078413,5.539393876556319
1655,3.6145,,通化市,2002,174.1323,,16634.0,39.0,,225.81,2,1101.0,101101.0,6.601302494473942,3.1540740579507482
1656,26.2963,,衡阳市,2004,542.1735,650.0,16396.0,93.0,,718.95,2,1111.0,101111.0,12.514044700231073,6.119933607617167
1657,6.5932,,咸宁市,2009,405.15,383.0,10439.0,42.0,,290.63,2,1111.0,101111.0,8.80904118593595,5.236544775146911
1658,2.1754,,黄山市,2004,131.98,234.0,10382.0,32.0,,146.35,2,1111.0,101111.0,4.164978235575807,1.8995337730551403
1659,7.3657,,固原市,2010,104.031,398.0,11305.0,35.0,,152.53,2,1111.0,101111.0,4.616720325434444,3.34362967982043
1660,11.1309,,桂林市,2008,883.025,576.0,29716.0,60.0,,508.32,2,1111.0,101111.0,20.030716580086533,10.064929524975502
1661,,,牡丹江市,2020,832.0,1070.0,41818.0,82.0,68.0,,2,11111.0,11111.0,55.024462531807096,42.12604169183022
1662,37.9569,,丽江市,2020,513.0,236.0,22142.0,25.0,18.0,,2,11111.0,11111.0,19.344317187244094,24.773270176732378
1663,,,牡丹江市,2019,825.0,1070.0,41847.0,82.0,65.0,250.0,2,11111.0,111111.0,53.73620484520422,37.722160303694295
1664,0.9531,,广安市,2002,154.4405,,6829.0,39.0,,444.34,2,1101.0,101101.0,4.233094972516131,2.761308911202133
1665,24.79,,白银市,2019,486.0,719.0,21684.0,67.0,31.0,181.0,2,11111.0,111111.0,28.266207698691602,21.26533954169844
1666,11.938,,宜昌市,2007,820.9,1184.0,22905.0,73.0,,401.46,2,1111.0,101111.0,20.48373448450349,10.223748631175756
1667,8.617,,黄山市,2009,266.9198,451.0,10449.0,42.0,,148.6,2,1111.0,101111.0,7.053474793675301,4.383891899370538
1668,19.866,,百色市,2015,980.3511,449.0,39121.0,45.0,20.0,413.19,2,11111.0,111111.0,29.83571993534915,19.578907700978675
1669,13.1267,,汉中市,2012,754.572,276.0,29224.0,34.0,8.0,384.3,2,11111.0,111111.0,19.024903113799656,12.982203277893438
1670,,,阿克苏地区,2014,,,138171.0,,,,2,100.0,100.0,106.03541022506785,43.79439550574189
1671,,,鸡西市,2018,535.1782,,24379.0,,71.0,173.0,2,10101.0,110101.0,44.18492207854905,23.469303273653043
1672,,,伊犁哈萨克自治州,2013,,,59679.0,,,,2,100.0,100.0,45.739605397408006,17.87444176037064
1673,6.2286,,白山市,2010,433.167,349.0,18886.0,40.0,,128.7,2,1111.0,101111.0,10.599294115128725,6.589898340355231
1674,2.4992,,鸡西市,2006,236.2214,320.0,24423.0,73.0,,190.84,2,1111.0,101111.0,8.118815489003282,3.6280907944609986
1675,7.4472,,乐山市,2009,619.0171,659.0,13832.0,52.0,,353.22,2,1111.0,101111.0,13.734075067285044,11.82163977342838
1676,4.2831,,鸡西市,2005,204.6355,320.0,24437.0,73.0,,191.38,2,1111.0,101111.0,7.6495645754206905,3.368139506260194
1677,2.8634,,黄冈市,2003,387.235,602.0,18967.0,25.0,,724.7,2,1111.0,101111.0,11.248799785944671,5.009929320037776
1678,9.751,,曲靖市,2004,342.4766,257.0,31517.0,28.0,,575.66,2,1111.0,101111.0,11.217346614632595,7.332081296973027
1679,6.5,,金昌市,2016,207.8152,484.0,8325.0,43.0,10.0,46.0,2,11111.0,111111.0,11.535407131050208,9.003151632306789
1680,5.7513,,松原市,2006,473.6781,428.0,23144.0,37.0,,278.21,2,1111.0,101111.0,12.353767301160927,6.599092683654298
1681,,,赤峰市,2020,1760.0,2613.0,95054.0,114.0,84.0,,2,11111.0,11111.0,94.50641618736378,76.4947036262539
1682,6.9972,,六安市,2004,253.1,457.0,16906.0,67.0,,675.14,2,1111.0,101111.0,7.7247624436334785,3.5230549406415195
1683,1.1347,,钦州市,2004,174.6454,506.0,12007.0,64.0,,344.01,2,1111.0,101111.0,5.939141864675348,2.692997903892541
1684,2.0444,,安顺市,2004,87.7905,136.0,10167.0,25.0,,256.17,2,1111.0,101111.0,3.1073682169577466,1.692020998988387
1685,6.9467,,贺州市,2012,394.2144,285.0,12908.0,32.0,2.0,226.4,2,11111.0,111111.0,9.137108375533966,5.927282712375184
1686,,,恩施土家族苗族自治州,2019,,,26458.0,,,,2,100.0,100.0,20.21997368742881,15.962863380117494
1687,16.0,,广元市,2015,605.43,613.0,17952.0,56.0,26.0,305.31,2,11111.0,111111.0,24.364445180791698,19.21486242244468
1688,4.8166,,黄冈市,2004,432.3957,615.0,19193.0,26.0,,726.34,2,1111.0,101111.0,12.01028449171916,5.1527912818922434
1689,,,龙岩市,2004,349.2257,242.0,20960.0,29.0,,286.98,2,1111.0,101111.0,9.361806817968429,3.2931825932926833
1690,5.4735,,丹东市,2004,290.5058,432.0,16313.0,53.0,,240.97,2,1111.0,101111.0,8.231552332742453,4.376958708512549
1691,12.0132,,白山市,2017,,428.0,19234.0,47.0,38.0,120.0,2,11110.0,111110.0,30.20106482349369,16.992738877760864
1692,24.7657,,咸宁市,2006,234.15,321.0,10768.0,31.0,,281.76,2,1111.0,101111.0,6.164371555233804,2.960512251568692
1693,32.8847,,大理白族自治州,2007,,,31282.0,,,,2,100.0,100.0,23.92566296135012,16.60352154640808
1694,,,通辽市,2020,1280.0,1241.0,65145.0,63.0,60.0,,2,11111.0,11111.0,62.49128278948664,50.5812446292441
1695,3.4,,绥化市,2003,349.8974,189.0,38607.0,23.0,,555.5,2,1111.0,101111.0,12.340861379347132,5.563442102117626
1696,16.4676,,雅安市,2017,602.77,395.0,16599.0,36.0,59.0,154.0,2,11111.0,111111.0,36.17985727192767,24.929769395725767
1697,,,张家口市,2004,400.1082,762.0,40758.0,77.0,,449.82,2,1111.0,101111.0,15.419191077335682,9.001239122162673
1698,3.2644,,德宏傣族景颇族自治州,2005,,,12390.0,,,,2,100.0,100.0,9.413249660578703,6.404880812420377
1699,5.8174,,丹东市,2005,326.3156,567.0,16407.0,53.0,,242.39,2,1111.0,101111.0,9.392855008812015,5.137510836461888
1700,1.4568,,宜春市,2003,249.4974,183.0,20714.0,28.0,,522.27,2,1111.0,101111.0,7.574019402449168,3.2816281810159507
1701,2.2395,,池州市,2007,158.0091,402.0,9324.0,25.0,,158.02,2,1111.0,101111.0,5.207703497126797,2.655234208669649
1702,,,毕节市（2011年前为毕节地区）,2015,,,29801.0,,32.0,,2,10100.0,10100.0,38.56230993800915,32.38086130061574
1703,5.6447,,松原市,2005,365.5508,326.0,23518.0,36.0,,277.46,2,1111.0,101111.0,10.356533310631804,5.193770293390863
1704,55.2048,,红河哈尼族彝族自治州,2009,,,35751.0,,,,2,100.0,100.0,27.358649148156573,23.406165362097905
1705,6.0274,,丽水市,2005,305.9863,286.0,19183.0,25.0,,251.39,2,1111.0,101111.0,8.646427869327955,4.797021809900774
1706,8.0866,,绵阳市,2005,482.5313,640.0,22554.0,74.0,,530.71,2,1111.0,101111.0,12.898725037350292,8.413417688856054
1707,7.0285,,资阳市,2010,657.9017,335.0,6417.0,36.0,,501.13,2,1111.0,101111.0,11.723475113745373,10.378696725309558
1708,2.4333,,安顺市,2005,106.0334,132.0,10354.0,27.0,,256.88,2,1111.0,101111.0,3.371222965320017,2.324239108813955
1709,7.9339,,广元市,2010,321.8678,376.0,18248.0,38.0,,310.89,2,1111.0,101111.0,8.969344125687464,7.940487065674072
1710,5.6714,,乐山市,2006,366.435,596.0,14266.0,46.0,,350.12,2,1111.0,101111.0,9.825662603774383,6.530952704784405
1711,96.33,,红河哈尼族彝族自治州,2016,,,36043.0,,,,2,100.0,100.0,27.58295703952991,35.92294415025623
1712,4.1687,,佳木斯市,2003,200.8599,334.0,36477.0,56.0,,244.73,2,1111.0,101111.0,9.998873525784239,4.507639478083194
1713,11.9402,,曲靖市,2005,440.9662,300.0,32411.0,108.0,,587.45,2,1111.0,101111.0,12.09021662671668,8.226319207781733
1714,22.4356,,抚州市,2015,1110.0,1152.0,21133.0,59.0,44.0,399.28,2,11111.0,111111.0,38.22955563582398,23.956695632981784
1715,8.8618,,南充市,2008,601.9472,854.0,14051.0,64.0,,749.49,2,1111.0,101111.0,14.256156575452595,10.45614496956802
1716,1.331,,天门市,2006,,,2955.0,,,,2,100.0,100.0,2.1654929650050083,1.04000357475856
1717,7.234,,曲靖市,2003,281.611,246.0,32609.0,26.0,,561.19,2,1111.0,101111.0,10.476529261464801,6.214447676904958
1718,17.4218,,汉中市,2014,991.05,299.0,30519.0,36.0,33.0,384.1,2,11111.0,111111.0,31.16002186818099,20.20432293758303
1719,8.1453,,衡阳市,2006,672.0697,792.0,17276.0,95.0,,726.5,2,1111.0,101111.0,15.228102815193456,7.496111259790226
1720,25.873,,抚州市,2016,1210.0,1203.0,21228.0,60.0,36.0,401.0,2,11111.0,111111.0,35.55539010683353,25.046534945634622
1721,1.4508,,鹤岗市,2003,88.0058,282.0,16609.0,58.0,,110.58,2,1111.0,101111.0,4.5228345324937935,2.038960432786146
1722,1.8435,,安顺市,2003,78.7506,133.0,10465.0,24.0,,250.59,2,1111.0,101111.0,3.0236709373951065,1.7140518101027455
1723,3.9582,,丽水市,2004,264.569,235.0,19508.0,23.0,,250.66,2,1111.0,101111.0,7.879053395278057,3.859340595888344
1724,,,海东市(2013年前为海东地区）,2012,,,14697.0,,0.0,,2,10100.0,10100.0,9.920784152816061,5.995839618430058
1725,,,毕节市（2011年前为毕节地区）,2014,,,30351.0,,21.0,,2,10100.0,10100.0,32.62895786920136,26.00757600648443
1726,4.8254,,榆林市,2005,320.0370000000001,160.0,48636.0,74.0,,351.6,2,1111.0,101111.0,12.940328944745733,6.373178955027523
1727,3.4752,,丽水市,2003,220.2878,180.0,19550.0,17.0,,249.4,2,1111.0,101111.0,7.048092277272093,3.209310945914942
1728,72.9493,,邵阳市,2014,1260.0,1100.0,23568.0,58.0,31.0,819.0,2,11111.0,111111.0,33.84259131342458,23.446522064683805
1729,7.3861,,九江市,2007,592.5614,775.0,21618.0,80.0,,479.58,2,1111.0,101111.0,14.914074471660962,7.410711072802303
1730,4.5321,,忻州市,2004,130.1939,166.0,28572.0,19.0,,296.82,2,1111.0,101111.0,7.219334015317644,3.986999363301141
1731,5.4,,黄冈市,2005,348.56,620.0,19770.0,27.0,,726.3,2,1111.0,101111.0,10.871452740289817,5.032013360388522
1732,5.4270000000000005,,平凉市,2009,195.6563,398.0,12628.0,49.0,,229.77,2,1111.0,101111.0,6.053877802647325,3.8468450564212917
1733,39.5197,,襄阳市（2010年前为襄樊市）,2007,785.45,1353.0,22371.0,93.0,,582.0,2,1111.0,101111.0,20.38488736919869,10.174412507406057
1734,8.506,,固原市,2011,133.7454,398.0,11965.0,35.0,1.0,155.3,2,11111.0,111111.0,8.121236069050275,4.452170929339905
1735,8.2017,,丹东市,2006,385.3331,605.0,16799.0,53.0,,242.52,2,1111.0,101111.0,10.515612826332989,6.072996440041137
1736,,,黔南布依族苗族自治州,2014,,,29777.0,,,,2,100.0,100.0,22.769555507525162,18.14893837154356
1737,11.0098,,南充市,2009,686.2762,875.0,14222.0,71.0,,753.51,2,1111.0,101111.0,15.557639858634467,13.391277769523988
1738,17.2848,,延边朝鲜族自治州,2013,,,49356.0,,,,2,100.0,100.0,37.80970689519209,25.452172891745835
1739,31.99,,定西市,2017,327.31021,282.0,22384.0,25.0,50.0,303.0,2,11111.0,111111.0,32.59521063218275,17.425170949352744
1740,3.9722,,信阳市,2002,311.9211,,21619.0,40.0,,780.59,2,1101.0,101101.0,9.919056491373711,4.248372864496233
1741,3.3023,,岳阳市,2002,452.0156,,16993.0,72.0,,525.54,2,1101.0,101101.0,11.908132282496052,5.847421286728369
1742,2.0036,,钦州市,2005,205.5202,516.0,12505.0,64.0,,341.1,2,1111.0,101111.0,6.533957609057549,3.083882447682593
1743,7.2724,,宜春市,2006,439.7203,301.0,21329.0,32.0,,534.66,2,1111.0,101111.0,11.009772326861224,5.389937528713197
1744,7.4133,,忻州市,2005,167.17,166.0,28823.0,20.0,,297.89,2,1111.0,101111.0,7.804306387681441,4.9657945397391
1745,4.5938,,乐山市,2004,265.7746,615.0,14592.0,67.0,,347.67,2,1111.0,101111.0,8.216359065528147,5.323110411849164
1746,31.2387,,遵义市,2013,1580.0,468.0,35254.0,86.0,5.0,778.5,2,11111.0,111111.0,25.216493885874005,24.66241502644091
1747,12.86,,平凉市,2014,350.5533,560.0,12765.0,36.0,5.0,233.7,2,11111.0,111111.0,11.875027288510866,8.352902608648252
1748,9.0031,,六安市,2005,312.82,617.0,17717.0,70.0,,681.0,2,1111.0,101111.0,9.44787562178951,4.506239278214242
1749,9.2057,,荆州市,2008,623.98,755.0,16179.0,63.0,,658.5,2,1111.0,101111.0,14.528236546403331,7.406156088200761
1750,6.2657,,宣城市,2005,251.53,254.0,14159.0,24.0,,273.56,2,1111.0,101111.0,6.807362339153057,3.2468255067817733
1751,,,龙岩市,2005,385.6278,294.0,21861.0,30.0,,286.83,2,1111.0,101111.0,10.288629299661501,4.171572752224669
1752,2.2635,,金昌市,2009,194.7494,322.0,8767.0,37.0,,47.57,2,1111.0,101111.0,5.153379029498766,3.2746367352878276
1753,42.7503,,红河哈尼族彝族自治州,2007,,,37088.0,,,,2,100.0,100.0,28.385702746670827,19.698623520929534
1754,44.9806,,巴中市,2019,754.0,438.0,14167.0,61.0,35.0,366.0,2,11111.0,111111.0,26.423322055620595,23.439804739874635
1755,3.8464,,临夏回族自治州,2008,,,9376.0,,,,2,100.0,100.0,7.0979620420880725,3.607393755720563
1756,,,齐齐哈尔市,2016,1330.0,944.0,48743.0,140.0,67.0,544.0,2,11111.0,111111.0,59.46577034366484,37.708642313245534
1757,47.911,,红河哈尼族彝族自治州,2008,,,37146.0,,,,2,100.0,100.0,28.43025705386143,21.205123277440958
1758,4.0538,,平凉市,2008,175.0618,402.0,12845.0,48.0,,228.23,2,1111.0,101111.0,5.814829431572982,2.9552679005121467
1759,25.2901,,白城市,2017,,350.0,29754.0,43.0,48.0,191.0,2,11110.0,111110.0,38.32976587175065,21.56638206337993
1760,80.9315,,保山市,2017,678.95,563.0,22020.0,37.0,39.0,263.0,2,11111.0,111111.0,30.970035236102014,31.808148171690174
1761,17.6553,,吴忠市,2008,172.9879,335.0,19420.0,28.0,,135.68,2,1111.0,101111.0,6.887861974247423,3.7891253646148138
1762,,,承德市,2014,1340.0,733.0,45614.0,115.0,42.0,380.7,2,11111.0,111111.0,45.995564271054356,38.13280384976301
1763,4.0149,,广安市,2008,404.903,194.0,7328.0,21.0,,466.45,2,1111.0,101111.0,7.648339047397385,5.609656532090658
1764,34.3589,,延边朝鲜族自治州,2020,,,50095.0,,,,2,100.0,100.0,38.377390223017095,33.73812962376393
1765,1.8849,,鹤岗市,2004,104.8765,287.0,17028.0,58.0,,109.82,2,1111.0,101111.0,4.871869481633063,1.9727062313860992
1766,17.6383,,泸州市,2013,1140.0,1329.0,14156.0,109.0,8.0,508.4,2,11111.0,111111.0,22.551510485185343,22.73318427724805
1767,1.601,,双鸭山市,2004,136.6325,172.0,26537.0,59.0,,151.21,2,1111.0,101111.0,6.505222220742676,2.6340796812784846
1768,31.4344,,红河哈尼族彝族自治州,2006,,,37287.0,,,,2,100.0,100.0,28.53857011099718,18.861829934010036
1769,79.4457,,邵阳市,2015,1390.0,1180.0,24131.0,65.0,56.0,821.37,2,11111.0,111111.0,45.748974419408036,30.77885232516479
1770,4.1958,,宣城市,2004,235.66,235.0,14292.0,24.0,,273.02,2,1111.0,101111.0,6.508165646073447,2.968198090390412
1771,36.0364,,松原市,2016,1650.0,934.0,24576.0,51.0,50.0,278.0,2,11111.0,111111.0,42.60879541994362,31.96439616595267
1772,66.6257,,邵阳市,2013,1130.0,938.0,24149.0,56.0,10.0,808.3,2,11111.0,111111.0,23.683813913167857,18.576954475222582
1773,12.438,,南平市,2012,996.758,237.0,30509.0,28.0,11.0,313.9,2,11111.0,111111.0,21.315475202637998,12.941801705618145
1774,86.29,,红河哈尼族彝族自治州,2014,,,37387.0,,,,2,100.0,100.0,28.615387882015447,32.40518071125159
1775,,,襄阳市（2010年前为襄樊市）,2006,675.1838,1275.0,22905.0,93.0,,578.8,2,1111.0,101111.0,18.480664338621803,8.875557338065637
1776,5.8117,,临夏回族自治州,2009,,,9463.0,,,,2,100.0,100.0,7.164793502873965,4.552759630324463
1777,,,阿克苏地区,2015,,,148682.0,,,,2,100.0,100.0,114.10972613679813,49.123029820688096
1778,,,随州市,2014,723.45,482.0,11184.0,45.0,17.0,257.1,2,11111.0,111111.0,17.49431688316762,10.857532182762833
1779,23.1104,,汉中市,2016,1160.0,323.0,31519.0,42.0,44.0,384.0,2,11111.0,111111.0,37.084516138896255,26.95004325151458
1780,27.8015,,承德市,2012,1180.0,712.0,46041.0,113.0,12.0,376.9,2,11111.0,111111.0,32.66804010876245,29.511744241118343
1781,5.5233,,信阳市,2003,347.1173,219.0,22088.0,42.0,,785.7,2,1111.0,101111.0,9.272378084465997,4.468568483614182
1782,,,承德市,2015,1360.0,734.0,46078.0,117.0,62.0,382.35,2,11111.0,111111.0,54.775424107572476,47.50609475169031
1783,2.42,,宜春市,2004,289.5167,247.0,21800.0,30.0,,525.45,2,1111.0,101111.0,8.630063542444535,3.7859473370246572
1784,15.6281,,齐齐哈尔市,2008,665.8807,855.0,49384.0,115.0,,569.2,2,1111.0,101111.0,20.890192507803647,9.761070345775634
1785,2.3591,,黄山市,2005,159.9782,336.0,11321.0,32.0,,146.94,2,1111.0,101111.0,5.210773042694158,2.4853195675750066
1786,26.8633,,白银市,2020,497.0,738.0,23526.0,68.0,40.0,,2,11111.0,11111.0,32.9370582148491,25.08209388959482
1787,10.576,,广安市,2006,281.1095,334.0,7412.0,20.0,,457.54,2,1111.0,101111.0,6.4586417098093865,4.292950536252868
1788,24.6183,,赣州市,2011,1340.0,667.0,46075.0,85.0,30.0,918.3,2,11111.0,111111.0,40.068122224891376,22.47270662606679
1789,53.28,,德宏傣族景颇族自治州,2015,,,13084.0,,,,2,100.0,100.0,9.946364991445494,11.683037496221006
1790,3.9349,,安庆市,2003,320.4307,567.0,15823.0,35.0,,605.2,2,1111.0,101111.0,9.415174062132703,4.543818230097442
1791,27.9126,,延边朝鲜族自治州,2017,,,50745.0,,,,2,100.0,100.0,38.876705734635856,21.874119764886952
1792,33.43,,定西市,2018,356.2609,285.0,22989.0,25.0,57.0,304.0,2,11111.0,111111.0,35.91340502742585,19.73934342447042
1793,0.9136,,防城港市,2002,69.2829,,7293.0,17.0,,78.31,2,1101.0,101101.0,2.4816518785840342,1.1497812135435717
1794,3.5842,,广安市,2007,338.8327,186.0,7428.0,20.0,,462.53,2,1111.0,101111.0,6.6551030111901595,4.611125718173601
1795,9.07,,巴中市,2018,645.8842,425.0,14425.0,60.0,71.0,368.0,2,11111.0,111111.0,41.30083586246339,27.933276447659388
1796,20.91,,临夏回族自治州,2016,,,9547.0,,,,2,100.0,100.0,7.229320430529313,5.642338176291414
1797,3.4204,,吴忠市,2009,185.8945,363.0,19782.0,28.0,,137.21,2,1111.0,101111.0,7.271446237531264,5.195318982829635
1798,20.3941,,德宏傣族景颇族自治州,2006,,,13164.0,,,,2,100.0,100.0,10.007819208260107,6.614409312812111
1799,1.6584,,鹤岗市,2005,112.0588,286.0,17347.0,43.0,,109.88,2,1111.0,101111.0,5.209685349406916,2.2938491292567953
1800,2.9067,,广安市,2005,246.3199,275.0,7474.0,42.0,,454.55,2,1111.0,101111.0,5.421995709188813,3.536590979069488
1801,8.7511,,九江市,2008,700.5984,853.0,22533.0,89.0,,484.67,2,1111.0,101111.0,16.935576186197835,8.731328295795862
1802,4.957,,绵阳市,2002,359.6998,,23930.0,49.0,,521.75,2,1101.0,101101.0,11.369301304238196,7.4163592381851124
1803,3.5713,,安庆市,2004,392.02,587.0,15944.0,38.0,,604.2,2,1111.0,101111.0,10.560544635504293,4.816378396806528
1804,,,鄂尔多斯市,2016,4420.0,2984.0,102645.0,117.0,67.0,159.0,2,11111.0,111111.0,102.12673333062064,73.09573458935321
1805,79.1704,,楚雄彝族自治州,2020,,,33597.0,,,,2,100.0,100.0,25.70399436042305,32.91778100763679
1806,,,海东市(2013年前为海东地区）,2013,,,15367.0,,0.0,,2,10100.0,10100.0,10.377272401039859,6.189360517306903
